Age,MaritalStatus,Occupation,Race,Sex,WeeklyHours,Income
48, Separated, Adm-clerical, Asian-Pac-Islander, Female,40, <=50K
38, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
48, Divorced, Adm-clerical, White, Female,40, <=50K
22, Married-civ-spouse, Other-service, White, Male,40, <=50K
42, Married-civ-spouse, Tech-support, White, Male,50, >50K
31, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, <=50K
27, Never-married, Other-service, White, Female,50, >50K
57, Separated, Prof-specialty, White, Male,32, >50K
46, Divorced, Tech-support, White, Female,42, <=50K
44, Married-civ-spouse, Craft-repair, White, Male,40, >50K
42, Married-civ-spouse, Protective-serv, White, Male,40, >50K
24, Never-married, Exec-managerial, White, Male,40, <=50K
38, Married-spouse-absent, Craft-repair, White, Male,40, <=50K
29, Married-civ-spouse, Exec-managerial, White, Male,52, >50K
38, Married-civ-spouse, Craft-repair, White, Male,55, <=50K
33, Divorced, Exec-managerial, White, Female,40, <=50K
61, Married-civ-spouse, Other-service, White, Female,4, <=50K
49, Married-civ-spouse, Craft-repair, White, Male,40, >50K
51, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
42, Divorced, Other-service, Black, Female,35, <=50K
21, Never-married, Handlers-cleaners, White, Male,40, <=50K
29, Divorced, ?, White, Male,40, <=50K
54, Married-civ-spouse, Farming-fishing, White, Male,50, <=50K
23, Never-married, Adm-clerical, White, Female,30, <=50K
52, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
28, Married-civ-spouse, Prof-specialty, White, Female,40, >50K
23, Divorced, Handlers-cleaners, White, Male,40, <=50K
43, Married-civ-spouse, Sales, White, Male,80, >50K
45, Married-civ-spouse, Craft-repair, White, Male,50, >50K
51, Married-civ-spouse, Exec-managerial, White, Male,42, <=50K
29, Married-spouse-absent, ?, Black, Female,42, <=50K
23, Never-married, Sales, Asian-Pac-Islander, Female,40, <=50K
73, Married-civ-spouse, Farming-fishing, White, Male,30, <=50K
47, Divorced, Exec-managerial, White, Female,55, <=50K
61, Married-civ-spouse, ?, White, Male,37, <=50K
26, Never-married, Exec-managerial, Black, Female,40, <=50K
40, Married-civ-spouse, Handlers-cleaners, White, Male,40, >50K
32, Married-civ-spouse, Sales, White, Male,47, <=50K
39, Divorced, Other-service, Black, Female,40, <=50K
33, Never-married, Prof-specialty, White, Female,40, <=50K
35, Married-civ-spouse, Farming-fishing, White, Male,35, <=50K
42, Divorced, Exec-managerial, White, Male,40, <=50K
46, Married-civ-spouse, Craft-repair, White, Male,44, <=50K
33, Never-married, Adm-clerical, White, Male,40, <=50K
47, Never-married, Machine-op-inspct, White, Male,20, <=50K
33, Married-civ-spouse, Exec-managerial, White, Male,40, <=50K
26, Divorced, Adm-clerical, White, Female,40, <=50K
42, Divorced, Adm-clerical, Black, Female,40, <=50K
28, Married-civ-spouse, Prof-specialty, White, Male,50, <=50K
29, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
18, Never-married, Sales, White, Female,20, <=50K
33, Married-civ-spouse, Exec-managerial, White, Male,45, <=50K
36, Widowed, Prof-specialty, White, Female,44, <=50K
33, Married-civ-spouse, Protective-serv, White, Male,48, >50K
40, Married-spouse-absent, Adm-clerical, White, Female,40, <=50K
57, Married-civ-spouse, Sales, White, Male,40, >50K
40, Divorced, Transport-moving, White, Male,45, <=50K
36, Married-civ-spouse, Tech-support, White, Male,50, <=50K
45, Never-married, Adm-clerical, Black, Female,40, >50K
52, Married-civ-spouse, Exec-managerial, White, Male,50, <=50K
24, Separated, Machine-op-inspct, White, Male,40, <=50K
30, Married-spouse-absent, Adm-clerical, White, Female,40, <=50K
28, Never-married, ?, Black, Male,40, <=50K
46, Never-married, Prof-specialty, White, Female,45, <=50K
36, Separated, Sales, Black, Female,40, <=50K
48, Never-married, Exec-managerial, White, Female,50, <=50K
36, Divorced, Adm-clerical, White, Female,40, <=50K
48, Married-civ-spouse, Transport-moving, White, Male,40, >50K
21, Never-married, Tech-support, White, Female,9, <=50K
18, Never-married, Adm-clerical, White, Female,40, <=50K
38, Divorced, Prof-specialty, White, Female,50, >50K
66, Widowed, ?, Black, Female,40, <=50K
36, Married-civ-spouse, Protective-serv, White, Male,55, >50K
38, Never-married, Transport-moving, White, Female,40, <=50K
55, Widowed, Prof-specialty, White, Male,55, >50K
27, Married-civ-spouse, Craft-repair, White, Male,45, >50K
22, Never-married, Adm-clerical, White, Male,40, <=50K
29, Never-married, Handlers-cleaners, White, Male,40, <=50K
40, Never-married, Exec-managerial, White, Female,40, <=50K
21, Never-married, Sales, White, Female,20, <=50K
49, Divorced, Adm-clerical, White, Female,40, <=50K
29, Married-civ-spouse, Prof-specialty, White, Female,50, >50K
28, Never-married, Exec-managerial, White, Male,50, >50K
26, Married-civ-spouse, Protective-serv, White, Male,40, <=50K
33, Never-married, Adm-clerical, White, Female,41, <=50K
72, Married-civ-spouse, ?, White, Male,40, >50K
59, Married-civ-spouse, Tech-support, White, Male,40, <=50K
37, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
56, Divorced, ?, White, Female,40, <=50K
27, Never-married, Craft-repair, White, Male,40, <=50K
39, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, >50K
49, Never-married, Prof-specialty, White, Female,80, <=50K
30, Married-civ-spouse, Sales, Asian-Pac-Islander, Female,40, <=50K
28, Married-civ-spouse, Protective-serv, Black, Female,40, <=50K
25, Never-married, Protective-serv, White, Male,40, <=50K
18, Never-married, Machine-op-inspct, White, Male,40, <=50K
25, Never-married, Handlers-cleaners, White, Male,26, <=50K
36, Never-married, Machine-op-inspct, White, Male,40, <=50K
52, Married-civ-spouse, Machine-op-inspct, White, Male,40, >50K
20, Never-married, ?, Other, Male,40, <=50K
25, Divorced, Craft-repair, White, Male,40, <=50K
26, Never-married, Prof-specialty, White, Male,40, <=50K
50, Married-civ-spouse, Exec-managerial, White, Female,20, >50K
48, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
39, Married-civ-spouse, Handlers-cleaners, White, Male,40, <=50K
30, Married-civ-spouse, Prof-specialty, White, Male,40, <=50K
26, Married-civ-spouse, Craft-repair, White, Male,60, <=50K
36, Married-civ-spouse, Craft-repair, White, Male,40, >50K
49, Married-civ-spouse, Sales, White, Male,60, <=50K
34, Married-civ-spouse, Prof-specialty, White, Male,60, <=50K
28, Never-married, Other-service, Other, Male,48, <=50K
28, Never-married, Other-service, White, Male,40, <=50K
42, Married-civ-spouse, Craft-repair, White, Male,40, >50K
26, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
54, Married-civ-spouse, Craft-repair, Black, Male,40, >50K
66, Married-civ-spouse, ?, White, Male,40, <=50K
61, Married-civ-spouse, Sales, White, Male,53, <=50K
45, Never-married, Prof-specialty, White, Male,30, >50K
29, Never-married, Adm-clerical, White, Female,35, <=50K
74, Divorced, Handlers-cleaners, White, Female,16, <=50K
61, Widowed, Prof-specialty, White, Female,40, <=50K
27, Never-married, Sales, White, Male,22, <=50K
53, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
57, Married-civ-spouse, Farming-fishing, Asian-Pac-Islander, Male,40, <=50K
41, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
45, Married-civ-spouse, Prof-specialty, White, Male,50, <=50K
43, Married-civ-spouse, Sales, White, Male,40, <=50K
26, Married-civ-spouse, ?, White, Female,40, >50K
29, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,25, <=50K
65, Married-civ-spouse, ?, White, Male,20, <=50K
41, Married-civ-spouse, Exec-managerial, White, Female,40, <=50K
31, Never-married, Prof-specialty, White, Male,40, <=50K
50, Divorced, Machine-op-inspct, White, Female,40, <=50K
52, Married-civ-spouse, Sales, White, Male,60, >50K
18, Never-married, Transport-moving, White, Male,60, <=50K
26, Never-married, Other-service, Other, Female,30, <=50K
57, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
63, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
29, Never-married, Adm-clerical, White, Male,40, <=50K
32, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
34, Married-civ-spouse, Machine-op-inspct, White, Male,40, >50K
43, Divorced, Adm-clerical, White, Female,58, <=50K
39, Married-civ-spouse, Machine-op-inspct, White, Male,40, >50K
28, Never-married, Machine-op-inspct, White, Male,45, <=50K
32, Never-married, Adm-clerical, White, Female,40, <=50K
28, Never-married, Prof-specialty, White, Male,90, <=50K
40, Married-civ-spouse, Machine-op-inspct, White, Male,50, >50K
25, Never-married, Tech-support, White, Male,60, >50K
54, Married-civ-spouse, Prof-specialty, White, Male,50, >50K
48, Married-civ-spouse, Farming-fishing, White, Male,70, >50K
51, Divorced, Exec-managerial, White, Female,36, <=50K
67, Married-civ-spouse, Transport-moving, White, Male,35, <=50K
17, Never-married, Sales, White, Female,24, <=50K
24, Never-married, Other-service, White, Male,40, <=50K
25, Married-civ-spouse, Handlers-cleaners, White, Male,40, <=50K
68, Married-civ-spouse, ?, White, Female,25, <=50K
54, Divorced, Other-service, White, Female,47, <=50K
32, Divorced, Prof-specialty, White, Female,40, <=50K
61, Divorced, ?, White, Female,40, <=50K
41, Never-married, Adm-clerical, White, Male,40, <=50K
53, Divorced, Other-service, White, Female,40, <=50K
45, Divorced, Prof-specialty, White, Female,32, <=50K
64, Widowed, ?, White, Female,4, <=50K
51, Married-civ-spouse, Machine-op-inspct, White, Male,40, >50K
41, Married-civ-spouse, Prof-specialty, White, Male,60, >50K
40, Married-civ-spouse, Prof-specialty, White, Female,65, >50K
27, Never-married, Farming-fishing, White, Male,40, <=50K
41, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,35, >50K
51, Married-civ-spouse, Exec-managerial, White, Male,60, >50K
36, Divorced, Adm-clerical, White, Female,40, <=50K
34, Never-married, Farming-fishing, White, Male,55, <=50K
43, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
61, Divorced, Adm-clerical, Black, Female,20, <=50K
31, Separated, Transport-moving, White, Male,40, <=50K
34, Married-civ-spouse, Sales, White, Male,65, >50K
43, Married-civ-spouse, Craft-repair, White, Male,99, >50K
52, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
18, Never-married, Other-service, White, Female,20, <=50K
37, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
60, Married-civ-spouse, Adm-clerical, White, Male,40, <=50K
47, Widowed, Transport-moving, White, Female,25, <=50K
21, Never-married, Adm-clerical, White, Male,30, <=50K
34, Married-civ-spouse, Exec-managerial, White, Male,55, >50K
28, Divorced, Other-service, White, Female,52, <=50K
40, Married-civ-spouse, Protective-serv, White, Male,40, >50K
26, Never-married, Other-service, White, Male,40, <=50K
48, Never-married, Other-service, Black, Female,40, <=50K
46, Married-civ-spouse, Farming-fishing, White, Male,40, <=50K
58, Married-civ-spouse, Sales, White, Male,48, <=50K
32, Never-married, Craft-repair, White, Male,40, <=50K
90, Married-civ-spouse, ?, White, Male,40, >50K
38, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, >50K
20, Never-married, ?, White, Male,20, <=50K
43, Married-civ-spouse, Farming-fishing, White, Male,99, <=50K
17, Never-married, Priv-house-serv, White, Female,12, <=50K
36, Never-married, Transport-moving, Asian-Pac-Islander, Male,45, <=50K
36, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
30, Married-civ-spouse, Transport-moving, White, Male,70, >50K
45, Married-civ-spouse, Craft-repair, White, Male,40, <=50K
51, Married-civ-spouse, Transport-moving, White, Male,50, <=50K
29, Married-civ-spouse, Exec-managerial, White, Male,48, <=50K
35, Never-married, Farming-fishing, White, Male,65, <=50K
19, Never-married, Sales, White, Female,20, <=50K
56, Married-civ-spouse, Sales, White, Male,40, <=50K
64, Widowed, ?, White, Male,4, <=50K
62, Never-married, ?, White, Male,40, <=50K
24, Married-civ-spouse, Machine-op-inspct, White, Female,24, <=50K
33, Married-civ-spouse, Protective-serv, White, Male,40, <=50K
43, Never-married, Sales, Black, Female,35, >50K
22, Never-married, Other-service, White, Male,45, <=50K
44, Never-married, Other-service, Black, Male,55, <=50K
37, Separated, Craft-repair, White, Male,50, <=50K
34, Never-married, Sales, White, Male,75, <=50K
43, Separated, Sales, White, Female,45, <=50K
39, Divorced, Adm-clerical, White, Female,40, <=50K
30, Married-civ-spouse, Handlers-cleaners, White, Male,32, <=50K
58, Never-married, Handlers-cleaners, White, Female,33, <=50K
31, Married-civ-spouse, ?, White, Female,10, <=50K
45, Divorced, Adm-clerical, White, Female,35, <=50K
30, Divorced, Adm-clerical, Black, Female,40, <=50K
42, Married-civ-spouse, Prof-specialty, White, Female,36, <=50K
50, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
25, Never-married, Protective-serv, White, Male,30, <=50K
34, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
50, Married-civ-spouse, Sales, White, Male,40, >50K
72, Married-civ-spouse, ?, White, Male,40, <=50K
60, Married-civ-spouse, Prof-specialty, White, Male,55, <=50K
41, Married-civ-spouse, Prof-specialty, White, Male,60, >50K
71, Married-civ-spouse, Farming-fishing, White, Male,10, <=50K
40, Divorced, Other-service, White, Female,35, <=50K
22, Never-married, Exec-managerial, White, Female,30, <=50K
52, Never-married, Prof-specialty, White, Male,38, <=50K
30, Never-married, Handlers-cleaners, White, Male,55, <=50K
36, Separated, ?, White, Female,30, <=50K
40, Married-civ-spouse, Machine-op-inspct, White, Male,40, <=50K
31, Married-civ-spouse, Sales, Asian-Pac-Islander, Male,40, <=50K
44, Married-civ-spouse, Exec-managerial, White, Male,45, >50K
38, Married-civ-spouse, Prof-specialty, Black, Male,40, >50K
46, Never-married, Exec-managerial, White, Male,50, >50K
57, Divorced, Exec-managerial, Black, Male,55, >50K
39, Married-civ-spouse, Transport-moving, White, Male,40, <=50K
42, Divorced, Exec-managerial, White, Female,55, >50K
43, Married-civ-spouse, Sales, White, Male,40, >50K
22, Never-married, Sales, White, Female,17, <=50K
44, Married-civ-spouse, Craft-repair, White, Male,50, >50K
22, Never-married, ?, Asian-Pac-Islander, Female,15, <=50K
37, Married-civ-spouse, Sales, White, Female,40, >50K
20, Never-married, ?, White, Female,18, <=50K
26, Never-married, Adm-clerical, White, Female,80, <=50K
35, Never-married, Other-service, White, Male,30, <=50K
28, Never-married, Handlers-cleaners, White, Female,40, <=50K
34, Never-married, Adm-clerical, Asian-Pac-Islander, Female,35, <=50K
17, Never-married, ?, White, Female,20, <=50K
18, Never-married, Machine-op-inspct, White, Male,40, <=50K
25, Never-married, Machine-op-inspct, White, Male,40, <=50K
44, Married-civ-spouse, Craft-repair, White, Male,50, >50K
61, Widowed, Handlers-cleaners, White, Female,40, <=50K
39, Married-civ-spouse, Exec-managerial, White, Male,50, >50K
61, Married-civ-spouse, Prof-specialty, White, Male,40, >50K
19, Never-married, ?, White, Female,40, <=50K
22, Widowed, Adm-clerical, White, Female,40, <=50K
19, Never-married, Handlers-cleaners, White, Male,25, <=50K
45, Never-married, Tech-support, White, Male,40, <=50K
20, Never-married, Adm-clerical, White, Female,25, <=50K
37, Divorced, Machine-op-inspct, Asian-Pac-Islander, Female,40, <=50K
26, Never-married, Craft-repair, White, Male,40, <=50K
17, Never-married, ?, White, Female,15, <=50K
26, Married-civ-spouse, Exec-managerial, White, Female,55, >50K
58, Separated, Other-service, White, Female,40, <=50K
61, Married-civ-spouse, ?, White, Male,25, >50K
64, Widowed, Sales, White, Female,50, >50K
19, Married-civ-spouse, Sales, White, Female,25, <=50K
36, Divorced, Handlers-cleaners, White, Male,30, <=50K
47, Never-married, Adm-clerical, White, Female,40, <=50K
62, Married-civ-spouse, Sales, White, Male,40, <=50K
36, Never-married, Prof-specialty, White, Male,40, <=50K
38, Never-married, Sales, White, Male,60, <=50K
54, Married-civ-spouse, Craft-repair, White, Male,48, >50K
31, Never-married, Exec-managerial, White, Male,50, <=50K
26, Separated, Farming-fishing, White, Male,40, <=50K
50, Married-civ-spouse, Exec-managerial, White, Male,40, >50K
41, Never-married, Tech-support, Asian-Pac-Islander, Female,40, <=50K
52, Married-civ-spouse, Protective-serv, White, Male,40, >50K
28, Married-civ-spouse, Other-service, Black, Female,23, <=50K
23, Married-civ-spouse, ?, White, Female,30, <=50K
46, Married-civ-spouse, Exec-managerial, White, Male,40, <=50K
32, Divorced, ?, Black, Male,40, <=50K
59, Widowed, ?, White, Female,35, <=50K
30, Married-civ-spouse, Exec-managerial, White, Male,36, >50K
58, Married-civ-spouse, Prof-specialty, Black, Male,30, >50K
31, Never-married, Other-service, Black, Female,40, <=50K
36, Married-civ-spouse, Machine-op-inspct, White, Male,48, <=50K
31, Never-married, Other-service, White, Male,24, <=50K
52, Married-civ-spouse, Prof-specialty, White, Male,70, >50K
29, Married-civ-spouse, Exec-managerial, White, Male,70, <=50K
